"","V1","V2"
"1",1.68215476023033,3.76962691452354
"2",0.181691775564104,3.05159975914285
"3",1.8880431978032,3.84209290985018
"4",0.797719312366098,2.16910532582551
"5",1.0687763239257,2.91082538990304
"6",1.36008484661579,3.75964114954695
"7",0.802846130449325,3.4013419514522
"8",1.1653072736226,3.62377784820274
"9",1.52706071734428,2.45765992160887
"10",0.904452622402459,2.00052032480016
"11",1.99886178178713,3.43177431169897
"12",0.137370373588055,3.60914745787159
"13",0.331298483535647,3.84490912454203
"14",0.0371592352166772,2.72879688814282
"15",1.79320123745129,3.20032037375495
"16",1.31808345578611,3.53613290889189
"17",0.744292262475938,2.32353397039697
"18",0.414350021164864,3.03974500996992
"19",1.00391650479287,3.30045857187361
"20",1.00500631332397,3.49209511559457
"21",0.915590764023364,2.08375185262412
"22",0.0639062859117985,2.81402819929644
"23",0.0532097686082125,2.99158096173778
"24",0.594251009169966,3.4725860315375
"25",0.390797038562596,2.43491919105873
"26",0.366439699195325,2.54917602846399
"27",1.18288669129834,3.02492950856686
"28",1.96860861731693,2.25558446813375
"29",1.37564049148932,2.86602501804009
"30",1.94789446052164,2.11941644689068
"31",1.76723843347281,3.84174565272406
"32",1.74167635524645,3.25188154308125
"33",0.981674433220178,2.96669053146616
"34",0.416860401630402,3.77087517408654
"35",0.223952249623835,2.64120903797448
"36",1.52655101753771,2.51538280956447
"37",0.396948965732008,2.40438770642504
"38",0.363285358529538,2.78726239223033
"39",0.876831294037402,3.8994035939686
"40",1.5733807105571,2.33089666906744
"41",0.97085114615038,2.68446478899568
"42",0.446940323337913,2.17944519920275
"43",1.28511587483808,2.83244729740545
"44",0.963966331444681,2.61112891789526
"45",0.000929315574467182,3.66919066524133
"46",1.2125451550819,2.21161009650677
"47",0.18628959916532,3.37792558409274
"48",1.29766854969785,3.20333610009402
"49",0.999978225678205,2.46335821319371
"50",1.13668522238731,2.53721314808354
"51",0.0831067143008113,2.34515433618799
"52",1.03148300386965,3.43065492389724
"53",1.8628044850193,2.34746021404862
"54",1.60759106697515,2.3307981621474
"55",1.65408949693665,3.58323631994426
"56",0.378817703109235,2.04666788876057
"57",0.99096252117306,3.50102029833943
"58",1.13294068630785,3.41315704816952
"59",0.427310385741293,2.90361221507192
"60",0.553701457567513,3.60714713856578
"61",0.0592615245841444,3.1780302724801
"62",1.82513783127069,3.98855711240321
"63",0.161117011681199,3.76252840971574
"64",0.570243346504867,2.78773124702275
"65",1.29122724663466,3.11051790928468
"66",0.913924803026021,3.73415928566828
"67",0.353481917642057,2.2831210414879
"68",1.44224321190268,2.03883922705427
"69",1.10258876159787,2.82149233948439
"70",0.297156131826341,3.71393991727382
"71",0.771006027236581,2.83867513202131
"72",1.03409922868013,3.74139212537557
"73",1.53978090872988,2.132379100658
"74",0.228780171833932,3.81380730634555
"75",0.556191671639681,2.34906827146187
"76",1.70049850596115,2.17726294649765
"77",1.12316807266325,2.33347087586299
"78",0.203391917515546,2.67225663084537
"79",0.695894178003073,2.47267612209544
"80",0.517002213280648,2.10423478391021
"81",0.189578950405121,2.73642069008201
"82",1.27590136090294,3.98050216818228
"83",1.54664613120258,2.37879186635837
"84",1.22072835499421,3.9213614189066
"85",1.06835062429309,2.22885921783745
"86",0.117405780125409,3.08873831341043
"87",1.59170325659215,2.73769874172285
"88",1.6895162393339,3.9590153042227
"89",0.771449067164212,3.80198075156659
"90",1.03607287397608,3.75169979827479
"91",1.64998299628496,3.77558146277443
"92",0.0201918701641262,2.21470891637728
"93",0.178636361379176,2.40419260738418
"94",0.26556134596467,2.51108821760863
"95",1.63389890221879,3.52788399439305
"96",0.116659520659596,3.50733136385679
"97",1.89946800051257,3.60308669228107
"98",0.613255774136633,2.8476359480992
"99",1.81649751216173,3.14892159309238
"100",1.87757489131764,3.16128454776481
"101",0.117005368694663,2.56116618216038
"102",0.44648862304166,3.07593013904989
"103",0.702816801611334,2.06885376898572
"104",0.315589711070061,2.6493164296262
"105",0.242154916748405,2.39136062422767
