"","V1","V2"
"1",0.251674045179971,0.818902499414981
"2",0.211442534415983,0.832448235759512
"3",0.214065083791502,0.855991716263816
"4",0.22283801632002,0.828951359214261
"5",0.294335383176804,0.830525610176846
"6",0.296874438342638,0.827872843015939
"7",0.269315462908708,0.889364142226987
"8",0.276196296932176,0.838106301240623
"9",0.290705295605585,0.878075369913131
"10",0.244148191483691,0.895775386202149
"11",0.268978696945123,0.827450493723154
"12",0.254883986338973,0.896725425939076
"13",0.276925620110705,0.806922020483762
"14",0.249963367939927,0.86129322880879
"15",0.249082627636381,0.880666245822795
"16",0.21272320880089,0.81508438824676
"17",0.286042790906504,0.844087179424241
"18",0.208351163053885,0.868648196943104
"19",0.296552681317553,0.806385845993645
"20",0.285819079587236,0.884598649805412
"21",0.288954458152875,0.844142855703831
"22",0.214508796739392,0.850092350575142
"23",0.271279473952018,0.864025152684189
"24",0.240119425300509,0.861772243212909
"25",0.296913642250001,0.861773227900267
"26",0.291229748283513,0.824644015496597
"27",0.268550331611186,0.860706393048167
"28",0.218471803585999,0.858968842192553
"29",0.296770081506111,0.823629887914285
"30",0.275785845704377,0.842135884333402
"31",0.245889736409299,0.854679957195185
"32",0.234205075795762,0.846505820006132
"33",0.207830570312217,0.899136810284108
"34",0.262294386932626,0.892608546861447
"35",0.245581266190857,0.870483417343348
"36",0.255813348828815,0.801684609474614
"37",0.265136186266318,0.893898956454359
"38",0.206284070573747,0.846532084047794
"39",0.278619584930129,0.856600241432898
"40",0.205455012083985,0.838410902116448
"41",0.218974538333714,0.830651374580339
"42",0.266396054788493,0.835360401729122
"43",0.254009607015178,0.842051418381743
"44",0.266180268442258,0.886866939091124
"45",0.217349367053248,0.844605779228732
"46",0.274264114629477,0.868322699936107
"47",0.211547576123849,0.879309244570322
"48",0.277333776699379,0.801201086188667
"49",0.283338731876574,0.857483048527502
"50",0.245852211932652,0.807595053059049
"51",0.243030401575379,0.891960056894459
"52",0.22055684865918,0.823696710984223
"53",0.254171638097614,0.893442065315321
"54",0.251763156149536,0.861399820051156
"55",0.20663337353617,0.843003563000821
"56",0.276909555937164,0.809616972086951
"57",0.207698640506715,0.867097245436162
"58",0.277296170964837,0.817505116993561
"59",0.295410258299671,0.805945124267601
"60",0.268602211400866,0.805934956879355
"61",0.276231173891574,0.830425398028456
"62",0.224286625441164,0.859732045256533
"63",0.215191803360358,0.888250826206058
"64",0.209702663077042,0.819394605746493
"65",0.242037170054391,0.804404427763075
"66",0.223478232836351,0.891311483341269
"67",0.292923704232089,0.810573983262293
"68",0.265813675313257,0.858733908552677
"69",0.265785495052114,0.815602247300558
"70",0.292172215483151,0.879384296759963
"71",0.256314118485898,0.809347356995568
"72",0.248881698073819,0.805338944261894
"73",0.253793905582279,0.84005379548762
"74",0.282921802555211,0.851760265883058
"75",0.275687946216203,0.829371935990639
"76",0.23322429927066,0.897356146527454
"77",0.256319785164669,0.816499835439026
"78",0.292676186468452,0.8552231291309
"79",0.205624175118282,0.885268013249151
"80",0.249265344254673,0.866235457896255
