"","V1","V2","V3"
"1",3.4737709579058,2.72792377718724,5.90868398570456
"2",3.43512479891069,2.05340871005319,5.76247489778325
"3",3.40054212347604,2.96426153951325,5.03250039787963
"4",3.06848646490835,2.08191819442436,5.05749715818092
"5",3.42301418422721,2.75606322172098,5.49317160411738
"6",3.33755625318736,2.19903323380277,5.38457886734977
"7",3.46373594691977,2.52327658352442,5.27763072121888
"8",3.66672993032262,2.74859461118467,5.16000241064467
"9",3.31929673673585,2.4754860936664,5.96422313689254
"10",3.59264485933818,2.79627518285997,5.93131615873426
"11",3.0516360187903,2.43907868559472,5.71920363954268
"12",3.32036455371417,2.70738804293796,5.35034089139663
"13",3.23536462825723,2.41269743605517,5.17300440138206
"14",3.49573793588206,2.78478191816248,5.79234744980931
"15",3.77167973387986,2.41722409054637,5.57380561903119
"16",3.65096906293184,2.7655171698425,5.56346308346838
"17",3.65823660604656,2.98275058879517,5.36493396805599
"18",3.28428184543736,2.83423033193685,5.60787957487628
"19",3.68548538885079,2.26122257811949,5.51205474045128
"20",3.78764428105205,2.01461692340672,5.48949103988707
"21",3.57180127175525,2.9749581341166,5.53232219768688
"22",3.61839337856509,2.20348549867049,5.96330213337205
"23",3.0076454191003,2.12325224839151,5.7468858496286
"24",3.01843581022695,2.26061152969487,5.63928874675184
"25",3.12907504593022,2.95164792425931,5.23335758084431
"26",3.3504753918387,2.92645840276964,5.62332917912863
"27",3.28369706426747,2.41734232357703,5.91365791321732
"28",3.16671121306717,2.84518831269816,5.29243694781326
"29",3.6539821496699,2.18479142384604,5.09670860110782
"30",3.68107772246003,2.51536533352919,5.27622218173929
"31",3.27512759435922,2.60700445459224,5.093614108162
"32",3.81925012008287,2.29252006253228,5.32273500366136
