"","V1","V2","V3"
"1",0.265984902298078,0.30615390103776,0.281690021511167
"2",0.240390512510203,0.354861023579724,0.288291146489792
"3",0.245891634211875,0.363001880375668,0.275759934377857
"4",0.260868804925121,0.379186147009023,0.258391626738012
"5",0.246315067168325,0.390431757457554,0.276617773226462
"6",0.271449988079257,0.391829034499824,0.213282058667392
"7",0.255301901837811,0.353589476575144,0.252755282144062
"8",0.252589147281833,0.34219552509021,0.201237605279312
"9",0.281243252451532,0.363592988508753,0.26457154895179
"10",0.225485716992989,0.358230419666506,0.278012320445851
"11",0.269954896788113,0.319070455129258,0.229165469668806
"12",0.228219027561136,0.39076546151191,0.299434518883936
"13",0.217744299373589,0.313397640571929,0.217829701211303
"14",0.253182253427804,0.32355532720685,0.298636380326934
"15",0.295681542670354,0.322506118915044,0.296059806388803
"16",0.276014132914133,0.379551341780461,0.273549002595246
"17",0.278507526731119,0.312837470299564,0.281750086415559
"18",0.20058458019048,0.320097532984801,0.219923460483551
"19",0.270195420621894,0.340965078701265,0.261726018437184
"20",0.212825564085506,0.309977973625064,0.279545536800288
"21",0.217033639689907,0.330943573149852,0.255347931408323
"22",0.24032145133242,0.372289912239648,0.206503373687156
"23",0.285686370939948,0.345950332493521,0.205793814826757
"24",0.243188246432692,0.365633905562572,0.21198544355575
"25",0.284752933168784,0.397725529130548,0.233419812680222
"26",0.285254299757071,0.317966261832044,0.2412665623473
"27",0.283949650125578,0.355726847844198,0.267994026187807
"28",0.207558435713872,0.309405003208667,0.250958835007623
"29",0.236597849288955,0.31757730008103,0.203795184241608
"30",0.292157006822526,0.392388495849445,0.287944331765175
"31",0.273820280632935,0.300893445266411,0.251535463426262
"32",0.296150055620819,0.399034133716486,0.200830465368927
"33",0.213826902816072,0.375672223232687,0.233678695047274
"34",0.292077121697366,0.306425255001523,0.277007483900525
"35",0.25014942700509,0.39359306495171,0.277552508399822
"36",0.217435892345384,0.381860495172441,0.281474656821229
"37",0.228600212815218,0.334540013759397,0.295362544269301
"38",0.252320870687254,0.399938526027836,0.219118849048391
"39",0.2570958415512,0.368374904501252,0.262852186104283
"40",0.201055678492412,0.351253334223293,0.249429884273559
"41",0.203969803522341,0.33733220633585,0.218153123673983
"42",0.245909181050956,0.317241757805459,0.238855490693823
"43",0.264239223790355,0.301675433060154,0.203563067805953
"44",0.209436184656806,0.332724558073096,0.226855732267722
"45",0.258621185738593,0.364120924589224,0.295175287942402
"46",0.211652793339454,0.372777927457355,0.23753252341412
"47",0.241137235751376,0.328579932264984,0.273473393591121
"48",0.211626776959747,0.380240338062868,0.207047729473561
"49",0.213850370887667,0.300458487751894,0.237612073333003
"50",0.223068312206306,0.357398592866957,0.200712072080933
