"","V1","V2","V3"
"1",1.48040039581247,1.74105820362456,7.60058912914246
"2",2.16785915312357,4.92535035591573,3.48915601382032
"3",3.16640033037402,1.80109339067712,9.94933829642832
"4",0.901671772589907,2.68276297021657,3.30470805056393
"5",3.86817736783996,4.41302580758929,7.66479191603139
"6",3.30407490720972,4.25741209299304,8.87513104826212
"7",1.39681513071992,4.35290298890322,0.564352055080235
"8",4.58322579856031,0.807386154774576,5.43998077511787
"9",3.78888905397616,3.7404874805361,2.38060660893098
"10",0.735095056006685,0.930668264627457,4.14074387168512
"11",1.91612501628697,2.23713747458532,7.35289404401556
"12",1.58024010132067,4.13088721456006,9.54076847061515
"13",0.245904542971402,1.14398874924518,0.750532196834683
"14",1.15293900598772,3.75462765106931,9.49779463466257
"15",2.39490805892274,1.26649882528,4.5329500711523
"16",2.81254646833986,3.65162411471829,8.69975164067
"17",0.29810095555149,4.20271319220774,0.613245212007314
"18",4.18216067249887,0.861104438081384,4.90112834610045
"19",0.872576008550823,3.85868670069613,4.97485890984535
"20",2.11622899165377,2.19590367283672,0.87241691770032
"21",2.5934836815577,1.99387994012795,0.987566155381501
"22",1.94390622200444,3.56475205742754,7.18076211865991
"23",0.327817109646276,0.905958047369495,8.5211697826162
"24",3.93495031516068,0.587658470030874,8.09653538744897
"25",0.0361104309558868,2.04378562397324,8.48636245587841
"26",2.1865947113838,4.34716011863202,8.54641694575548
"27",3.12857998651452,1.84103054809384,0.602261484600604
"28",0.0565175339579582,3.08318980503827,1.55604165280238
"29",2.2098930797074,2.92814096901566,7.55527173401788
"30",4.44759452249855,4.238563926192,2.9804822197184
"31",1.34876983938739,2.49854508670978,1.9398636976257
"32",0.288530241232365,2.94222378754057,0.423079209867865
"33",0.309988689841703,0.855574818560854,0.223041821736842
"34",1.69874677201733,4.39424189506099,0.72451553074643
"35",4.34112223680131,0.779421858023852,1.34142987197265
"36",2.14199857087806,4.95593028259464,6.05941599467769
"37",2.55207280861214,4.23277364578098,4.11254797363654
"38",4.03481324436143,4.82901756768115,9.40167832188308
"39",3.3772949851118,1.12399786245078,7.13562501827255
"40",4.6822503185831,2.99093912821263,7.08363275509328
"41",4.61387278744951,0.533530378015712,1.49728742195293
"42",2.74497601320036,1.94976423401386,0.876974128186703
"43",0.498669914668426,2.31968884589151,2.8959770523943
"44",3.64969202666543,0.332261276198551,8.97063264157623
"45",1.25305931200273,4.65317188412882,5.00858479877934
"46",2.37067630398087,4.70923646935262,2.43029664736241
"47",1.5541259793099,1.23366349958815,9.66731920605525
"48",3.73154637636617,0.925483651226386,3.99482994806021
"49",3.37249078671448,3.18176566041075,1.57038728008047
"50",1.88506119186059,3.61072626779787,8.08884499128908
"51",4.97524000820704,3.38915569358505,0.50544744823128
"52",0.418173343641683,3.76862087519839,0.338285078760237
"53",1.2984128575772,1.40710443258286,6.16552996449172
"54",2.97728688921779,0.539925829507411,5.67758054705337
"55",0.112353069707751,2.44634390342981,0.64665500074625
"56",2.10390276857652,4.91899178014137,8.28499160008505
"57",2.22063161432743,4.1346533014439,2.30760913807899
"58",0.221297309035435,4.10346094984561,5.45795604819432
"59",2.1395952347666,3.8718744169455,9.41558120306581
"60",4.33648092555813,4.9989572702907,9.99202266335487
"61",3.40606856741942,3.51589562254958,9.4478630181402
"62",4.68082707957365,2.16107200831175,8.05712034925818
"63",2.8537335107103,0.715171303600073,6.22383297653869
"64",1.50003102142364,4.38185090548359,7.24743558792397
"65",1.29118109121919,0.806985289091244,3.25085619930178
"66",0.80125373438932,3.64221680210903,5.21546390838921
"67",0.470773751148954,1.28614168148488,7.61460532667115
"68",1.83724068221636,1.16780299926177,5.40608154144138
"69",2.35784119577147,3.33094435743988,7.9541803104803
"70",0.14313998632133,0.339468871243298,8.93411397002637
"71",2.27937528165057,0.918508890317753,6.9608182949014
"72",0.440824867691845,3.83512864587829,6.86892549972981
"73",0.719858908560127,1.8563819816336,3.74481657287106
"74",2.40998232038692,0.53862223518081,9.33487290749326
"75",1.48665652028285,0.347907998366281,3.94449171144515
"76",0.220171487890184,4.03880855534226,8.57468279311433
"77",0.408195347990841,1.5175200405065,0.24420126574114
"78",0.331081667682156,3.12940381700173,7.9035870032385
"79",1.42489729449153,2.52483932417817,2.35497147310525
"80",1.88448776607402,1.62059538066387,6.78389583481476
"81",1.64676426211372,4.03757759253494,0.578373712487519
"82",0.47251574578695,1.40623536659405,9.78480634046718
"83",1.78231704165228,1.91070524509996,5.29481651028618
"84",0.08634312893264,1.72933606780134,6.78609964437783
"85",2.38520028768107,0.101539071183652,7.2775812423788
"86",2.5680283003021,1.02323001017794,4.42441445309669
"87",1.89917038893327,0.112182765733451,5.4122870368883
"88",3.69580158498138,3.44567932654172,7.24486441817135
"89",2.36429313314147,0.828887135721743,4.87548780394718
"90",4.75602618884295,4.97090390068479,5.0729816663079
"91",4.7574893606361,3.75035538803786,3.4167192899622
"92",4.85746424645185,3.55151348980144,1.21158031979576
