"","V1","V2"
"1",1.58585386881605,2.5110314400401
"2",1.58534448526334,2.68034120812081
"3",1.54843000278343,2.61197368642315
"4",1.51030998311471,2.59936340083368
"5",1.54765392381232,2.67150397514924
"6",1.55107017944101,2.62295336974785
"7",1.51267114386428,2.61428489605896
"8",1.50736514164601,2.50949655002914
"9",1.55707611357793,2.67182797389105
"10",1.5022330669919,2.53190793804824
"11",1.57047641703393,2.65915502272546
"12",1.59171705874614,2.51984341843054
"13",1.51932464654092,2.57180089205503
"14",1.55248139069881,2.68069856395014
"15",1.53504859150853,2.51295297397301
"16",1.53149760940578,2.53291621939279
"17",1.55399069355335,2.56670316164382
"18",1.56185185024515,2.63920219182037
"19",1.5573918569833,2.50495405341499
"20",1.52968201851472,2.536919056857
"21",1.53527918856125,2.61038013743237
"22",1.5468880824279,2.54127423120663
"23",1.54479849410709,2.6407594349701
"24",1.55334884084295,2.5960242412053
"25",1.56774300006218,2.59171248190105
"26",1.58152195501607,2.66577306105755
"27",1.56927735602949,2.6824480867479
"28",1.5049436497502,2.63489488717169
"29",1.53660583964083,2.50558669744059
"30",1.59039794688579,2.57023224658333
"31",1.55295404009521,2.50454358593561
"32",1.51901477924548,2.50099524199031
"33",1.54999841675162,2.58817106708884
"34",1.57540427399799,2.67525428552181
"35",1.59205353390425,2.64880099124275
"36",1.53222098778933,2.63448620936833
"37",1.59458622729871,2.60567958252504
"38",1.56145300983917,2.61286285440438
"39",1.59850904173218,2.67891063769348
"40",1.52001284095459,2.50895044999197
"41",1.56409740578383,2.67153918491676
"42",1.55812951338012,2.68480548411608
"43",1.57142137002666,2.53554175891913
"44",1.51037620091811,2.64498067717068
"45",1.56777851092629,2.63498957064003
"46",1.52675045537762,2.63498980151489
"47",1.58840192868374,2.61850783065893
"48",1.57510167823639,2.68691334770992
"49",1.55349559362512,2.67248320425861
"50",1.50224739813711,2.67278557540849
"51",1.52031666415278,2.59367172177881
"52",1.56498229717836,2.58606463959441
"53",1.58021023690235,2.62674218495376
"54",1.56934781812597,2.57991897473112
"55",1.5189759070985,2.66104822573252
"56",1.5414227811154,2.60419778134674
"57",1.53616896208841,2.50356620512903
"58",1.5633931745775,2.6530581979081
"59",1.54618591703475,2.60367617988959
"60",1.5104093845468,2.69188625803217
"61",1.53858715293463,2.52696439707652
"62",1.54460440787952,2.68507081139833
"63",1.55826420525555,2.52959017483518
"64",1.5693054051837,2.52734424402006
"65",1.55633229028899,2.52047855039127
"66",1.55861117786262,2.62135675144382
"67",1.58253193257842,2.66934664365836
"68",1.5360612925142,2.53898398075253
"69",1.54679421067704,2.57409731387161
"70",1.53469950428698,2.66869711717591
"71",1.54730317892972,2.58825244493783
"72",1.58341039731167,2.64572246181779
"73",1.52909983624704,2.69032597914338
"74",1.54425346623175,2.66768461023457
"75",1.56651281090453,2.6975016660057
"76",1.52856559250504,2.57189451069571
"77",1.54419105099514,2.55761641487479
"78",1.53279206492007,2.54246034231037
"79",1.59085594252683,2.54191212635487
"80",1.55483353403397,2.6203229943756
"81",1.53933073664084,2.58827602001838
"82",1.50925577583257,2.62071568942629
"83",1.59130541698542,2.63784607294947
"84",1.55559997775126,2.56656873896718
"85",1.55041914521717,2.59374061427079
"86",1.50845961903688,2.58828419409692
"87",1.54500405839644,2.63011712376028
"88",1.52469592383131,2.59442746918648
"89",1.58850051017944,2.61480821552686
"90",1.5162387809949,2.50607791612856
"91",1.51611686483957,2.52509100683965
"92",1.55169046584051,2.53125119563192
"93",1.58821129503194,2.65765537745319
"94",1.58359308489598,2.61048031114042
"95",1.59755686901044,2.61617424325086
"96",1.57224377426319,2.59614788610488
"97",1.50287935379893,2.59890596880577
"98",1.54344859735575,2.59124381234869
