"","V1","V2","V3"
"1",0.203340917965397,0.220526430080645,0.215557472174987
"2",0.287953682173975,0.230966871255077,0.27399736836087
"3",0.245212356583215,0.202368204668164,0.271685206913389
"4",0.236621888633817,0.202252539456822,0.26978075245861
"5",0.243527436512522,0.24684494943358,0.267806746647693
"6",0.223307127668522,0.278084504790604,0.299407201330178
"7",0.255338263558224,0.261809199862182,0.281925881793723
"8",0.284938232647255,0.255112974625081,0.237115669809282
"9",0.21149688353762,0.260868228273466,0.251762639754452
"10",0.249115370633081,0.245540359942242,0.23807552123908
"11",0.209038358507678,0.233340185205452,0.289394618058577
"12",0.25957881284412,0.271680203499272,0.295533371879719
"13",0.205092239496298,0.21692467238754,0.271220417995937
"14",0.216364454920404,0.21186830108054,0.25794343452435
"15",0.299685537489131,0.223568080482073,0.261116072605364
"16",0.268964445195161,0.286822662409395,0.231034667766653
"17",0.231207285844721,0.222652438725345,0.283864425052889
"18",0.238465224229731,0.299538458348252,0.256622733641416
"19",0.285556398518383,0.209712305036373,0.261283601308241
"20",0.254449415765703,0.299055063584819,0.229805015050806
"21",0.283720903121866,0.203932027774863,0.218119126628153
"22",0.247978148818947,0.211816773423925,0.286474197288044
"23",0.21789003375452,0.23914426472038,0.214256786275655
"24",0.220416526100598,0.28645869679749,0.20982392069418
"25",0.277665352425538,0.234378599142656,0.213664394291118
"26",0.227045935811475,0.255849942937493,0.284321360825561
"27",0.20696609755978,0.259748734277673,0.215736741013825
"28",0.265499866404571,0.250215834565461,0.26299418725539
"29",0.246985812205821,0.26522365170531,0.278239438612945
"30",0.286291302973405,0.261383857252076,0.227435680734925
"31",0.286515264213085,0.20047186834272,0.259060247102752
"32",0.200743068289012,0.285112275788561,0.286258304794319
"33",0.2426231601974,0.27287329651881,0.200268486351706
"34",0.269300943403505,0.221149608772248,0.294765626708977
"35",0.2016007369617,0.242434848379344,0.249853805499151
"36",0.237643607752398,0.220735906157643,0.231303769862279
"37",0.231046814471483,0.275617645913735,0.263741004746407
"38",0.271150037227198,0.228994758380577,0.284570689825341
"39",0.211017958587036,0.214860872691497,0.22061650690157
"40",0.259581626113504,0.285684013040736,0.231336319912225
"41",0.290569808706641,0.217072618682869,0.258971641724929
"42",0.240631465590559,0.242157143121585,0.245282205776311
"43",0.200574985169806,0.260917929536663,0.261628000019118
"44",0.283917059586383,0.254034993471578,0.294783406378701
"45",0.207724300143309,0.211699161608703,0.268290593544953
"46",0.216639892477542,0.273286179453135,0.203565070638433
"47",0.228213382000104,0.294684930914082,0.239144506608136
"48",0.270377800124697,0.256898327451199,0.247086549527012
"49",0.286599628278054,0.293969950452447,0.238391364482231
"50",0.250888174772263,0.28898966840934,0.295910504506901
"51",0.259345154790208,0.237990522081964,0.293392830388621
"52",0.246694842097349,0.227448173076846,0.262927830824628
"53",0.234371344000101,0.222477946360596,0.201708599017002
"54",0.293530891695991,0.24682831177488,0.231686788308434
"55",0.271589242387563,0.237081221770495,0.297339313011616
"56",0.235980170499533,0.206136055430397,0.229416812909767
"57",0.256519672158174,0.258753309026361,0.271672831336036
"58",0.245122551848181,0.203291384549811,0.228565197251737
"59",0.274594989768229,0.282618798781186,0.220492573222145
"60",0.293776858015917,0.225747620570473,0.247425349080004
"61",0.22661469921004,0.221029512537643,0.245622978545725
"62",0.292240767041221,0.237045560055412,0.248653564066626
"63",0.210867700539529,0.256662436202168,0.278810061863624
"64",0.283432483114302,0.215495246183127,0.280659793922678
"65",0.268118028575555,0.257021057535894,0.229205871769227
"66",0.252999740629457,0.252462084661238,0.287285021622665
"67",0.289399314415641,0.209055734495632,0.22442177941557
"68",0.274151514330879,0.202954229037277,0.277863993728533
"69",0.297746450151317,0.201687351102009,0.275015688012354
"70",0.278235285263509,0.216161391534843,0.239317114790902
"71",0.205642992723733,0.230319411330856,0.213347998727113
"72",0.207313889591023,0.28098848585505,0.259846388385631
"73",0.215294768894091,0.243418517825194,0.220914403744973
"74",0.28435382146854,0.287619000463746,0.25480053788051
"75",0.291370905563235,0.298965706629679,0.296752427751198
"76",0.289697567163967,0.272781887557358,0.230254184617661
"77",0.213028833502904,0.274448429513723,0.202298317127861
"78",0.265114176040515,0.288436877983622,0.234316821536049
"79",0.286326022516005,0.265517191006802,0.286376963509247
"80",0.249489566450939,0.247151849092916,0.221834736713208
"81",0.23756389003247,0.278424105001614,0.230729791242629
"82",0.288707978255115,0.235071134404279,0.249192348122597
"83",0.281663461285643,0.209339081239887,0.299525416316465
"84",0.26388486942742,0.220458669005893,0.261597734247334
"85",0.254641741979867,0.269783414644189,0.202202437934466
"86",0.2772676468594,0.215715552656911,0.286115684593096
"87",0.23954632836394,0.234306842740625,0.217773605557159
"88",0.253577354457229,0.243334164260887,0.293768191151321
"89",0.283386019594036,0.240100222500041,0.299832863546908
"90",0.224030700395815,0.208636018563993,0.269231809256598
"91",0.295552187343128,0.291168319550343,0.243528637220152
"92",0.297019863058813,0.287463221908547,0.25261532664299
"93",0.251904997043312,0.290350833325647,0.273289575125091
"94",0.234117448399775,0.241808818746358,0.20678274857346
"95",0.233721585897729,0.282821675529703,0.282494765101001
"96",0.291308849700727,0.221610174025409,0.280361734912731
"97",0.220522448467091,0.229196279053576,0.213816392957233
"98",0.207679108693264,0.230682867579162,0.297685669339262
"99",0.246378030977212,0.284737157891504,0.250514241564088
"100",0.257576602161862,0.280396863934584,0.278646612819284
"101",0.26462554926984,0.297401499492116,0.235421617841348
